competition_edition_id,competition_id,competition_name,season_id,season_name,player_id,player_name,player_short_name,player_birthdate,team_id,team_name,position_group,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count_p30tip,pass_count_goalwithin10s_p30tip,pass_count_shotwithin10s_p30tip,pass_count_attempted_total,pass_count_attempted_p30tip,pass_count_completed_p30tip,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted_p30tip,pass_count_onetouch_attempted_p30tip,pass_count_quickpass_attempted_p30tip,pass_count_onetouch_dangerous_attempted_p30tip,pass_count_quickpass_dangerous_attempted_p30tip,passopportunity_count_linebreak_p30tip,pass_count_linebreak_attempted_p30tip,pass_count_linebreak_completed_p30tip,passopportunity_count_torun_p30tip,pass_count_torun_attempted_p30tip,pass_count_torun_completed_p30tip,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s_p30tip,pass_count_torun_goalwithin10s_p30tip,passopportunity_count_dangerous_p30tip,pass_count_dangerous_attempted_p30tip,pass_pct_dangerous_completed,pass_count_dangerous_completed_p30tip,pass_count_difficultpass_attempted_p30tip
870,61,AUS - A-League,95,2024/2025,808580,Kealey Adamson,K. Adamson,2003-02-17,1804,Macarthur FC,Full Back,96.07,25.51,27.73,19,19,0,2314.0,143.25,0.25,1.8,775.0,47.98,38.19,79.61,82.21,15.47,2.29,11.02,9.41,0.62,0.43,27.05,8.91,6.56,31.82,11.33,7.92,69.95,72.81,0.56,0.06,16.16,4.77,35.06,1.67,11.14
870,61,AUS - A-League,95,2024/2025,808580,Kealey Adamson,K. Adamson,2003-02-17,1804,Macarthur FC,Wide Attacker,104.58,22.87,23.82,1,1,0,143.0,187.58,3.94,6.56,39.0,51.16,44.6,87.18,79.66,14.36,3.94,9.18,5.25,0.0,0.0,19.68,6.56,5.25,57.72,18.36,13.12,71.43,75.01,2.62,1.31,43.29,10.49,62.5,6.56,13.12
870,61,AUS - A-League,95,2024/2025,808608,Austin Ayoubi,A. Ayoubi,2001-07-27,866,Adelaide United Football Club,Wide Attacker,70.31,19.68,17.95,3,2,1,159.0,121.19,0.0,3.05,46.0,35.06,28.96,82.61,75.6,16.4,4.57,8.38,4.57,2.29,2.29,9.15,0.76,0.76,43.45,14.48,9.91,68.42,66.96,0.76,0.0,43.45,13.72,66.67,9.15,11.43
870,61,AUS - A-League,95,2024/2025,808609,Bailey Brandtman,B. Brandtman,2005-06-28,870,Central Coast Mariners Football Club,Center Forward,60.63,22.11,17.43,2,2,0,154.0,104.48,0.0,1.36,49.0,33.24,28.49,85.71,81.9,14.22,0.0,8.82,6.78,0.68,0.0,8.82,2.04,1.36,31.89,11.53,9.5,82.35,67.91,0.68,0.0,21.71,3.39,60.0,2.04,6.78
870,61,AUS - A-League,95,2024/2025,808609,Bailey Brandtman,B. Brandtman,2005-06-28,870,Central Coast Mariners Football Club,Wide Attacker,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,61,AUS - A-League,95,2024/2025,808964,Hayden Matthews,H. Matthews,2004-06-19,869,Sydney Football Club,Central Defender,96.55,29.85,21.2,10,10,0,1590.0,159.79,0.0,0.6,615.0,61.81,55.07,89.1,92.73,16.79,2.41,12.86,13.37,0.2,0.0,41.31,10.85,8.14,13.37,4.52,3.92,86.67,85.57,0.1,0.0,2.21,0.5,60.0,0.3,5.33
870,61,AUS - A-League,95,2024/2025,809070,Ethan Cox,E. Cox,2004-01-07,866,Adelaide United Football Club,Goalkeeper,99.23,27.25,25.72,6,6,0,536.0,98.35,0.0,0.18,183.0,33.58,26.79,79.78,90.42,18.34,2.57,3.85,6.79,0.0,0.0,41.83,8.26,2.75,20.55,8.07,6.79,84.09,94.96,0.0,0.0,0.0,0.0,,0.0,3.3
870,61,AUS - A-League,95,2024/2025,809166,Adriano Lebib,A. Lebib,2006-01-29,871,Perth Glory Football Club,Central Defender,98.26,19.2,33.92,3,3,0,218.0,113.54,0.52,1.56,96.0,50.0,41.67,83.33,91.35,17.63,3.12,16.67,8.85,0.52,0.0,21.88,6.77,4.17,20.31,10.42,8.33,80.0,91.28,0.0,0.0,1.04,0.52,0.0,0.0,4.69
870,61,AUS - A-League,95,2024/2025,809345,Zach Lisolajski,Z. Lisolajski,2005-10-05,871,Perth Glory Football Club,Full Back,90.58,18.49,31.46,7,7,0,434.0,100.57,0.0,1.16,166.0,38.47,23.17,60.24,75.5,18.03,2.55,12.51,5.79,0.7,0.23,25.49,8.57,5.1,22.48,9.04,5.56,61.54,64.24,0.46,0.0,11.35,3.48,20.0,0.7,11.82
870,61,AUS - A-League,95,2024/2025,809670,Jordan Lauton,J. Lauton,2003-04-01,1803,Western United,Midfield,79.5,26.46,17.53,1,1,0,117.0,132.65,0.0,0.0,40.0,45.35,37.41,82.5,79.19,14.24,3.4,19.27,11.34,3.4,0.0,22.68,6.8,4.54,13.61,10.2,6.8,66.67,73.73,0.0,0.0,20.41,3.4,66.67,2.27,13.61
870,61,AUS - A-League,95,2024/2025,809759,Panagiotis Kikianis,P. Kikianis,2005-03-08,866,Adelaide United Football Club,Central Defender,98.18,27.1,27.06,20,18,2,3459.0,212.71,0.18,1.17,1161.0,71.4,63.89,89.49,91.96,18.39,5.41,9.84,9.78,0.0,0.06,66.66,17.46,14.39,18.82,6.58,5.35,81.31,78.89,0.18,0.06,4.49,1.35,40.91,0.55,6.4
870,61,AUS - A-League,95,2024/2025,809826,Aydan Johnathan Hammond ,A. Hammond,2003-12-23,2902,Western Sydney Wanderers FC,Wide Attacker,76.2,19.71,22.39,3,3,0,223.0,113.12,0.0,5.07,61.0,30.94,29.42,95.08,87.37,14.56,1.52,7.61,8.62,1.01,1.01,6.59,1.52,1.52,31.96,8.62,7.61,88.24,79.45,1.52,0.0,25.36,5.07,90.0,4.57,3.55
870,61,AUS - A-League,95,2024/2025,810406,Charbel Shamoon,C. Shamoon,2004-02-10,1803,Western United,Full Back,92.79,25.89,29.01,10,10,0,1170.0,135.59,0.35,2.9,393.0,45.54,38.59,84.73,84.32,12.97,0.93,6.61,10.43,0.0,0.93,26.65,4.87,3.71,34.3,11.82,9.97,84.31,81.5,1.27,0.23,21.09,4.17,69.44,2.9,9.5
870,61,AUS - A-League,95,2024/2025,810561,Ariath Piol,A. Piol,2004-10-11,1804,Macarthur FC,Center Forward,67.54,19.2,19.68,4,4,0,155.0,60.54,0.39,2.73,41.0,16.01,14.84,92.68,84.26,12.84,0.0,4.69,1.95,0.78,0.0,2.73,0.39,0.39,21.48,6.64,6.25,94.12,80.63,1.95,0.0,18.36,2.73,85.71,2.34,1.56
870,61,AUS - A-League,95,2024/2025,811820,Kasey Bos,K. Bos,2004-05-08,868,Melbourne Victory Football Club,Full Back,97.44,26.37,24.6,20,20,0,2278.0,129.56,0.28,2.5,750.0,42.66,35.38,82.93,84.19,13.92,1.14,9.44,7.51,0.57,0.51,19.68,4.21,2.96,35.43,11.03,8.59,77.84,75.86,0.91,0.06,16.21,3.92,55.07,2.16,8.36
870,61,AUS - A-League,95,2024/2025,818284,Oliver Lavale,O. Lavale,2005-04-05,1803,Western United,Center Forward,75.61,19.05,23.66,2,2,0,62.0,48.81,0.0,0.0,17.0,13.38,8.66,64.71,81.51,9.26,0.0,6.3,0.79,1.57,0.0,2.36,0.79,0.0,13.38,3.15,1.57,50.0,62.67,0.0,0.0,15.74,3.15,25.0,0.79,1.57
870,61,AUS - A-League,95,2024/2025,818554,Abel Walatee,A. Walatee,2004-02-22,1803,Western United,Wide Attacker,73.67,19.39,22.3,7,7,0,419.0,92.6,0.66,3.54,95.0,21.0,14.59,69.47,73.94,10.99,0.44,5.97,3.76,1.55,1.11,3.76,1.11,0.66,37.35,8.18,5.53,67.57,64.54,2.65,0.66,38.23,7.74,65.71,5.08,7.51
870,61,AUS - A-League,95,2024/2025,923862,Dylan Peraic-Cullen,D. Peraic-Cullen,2006-07-25,870,Central Coast Mariners Football Club,Goalkeeper,99.12,27.23,29.01,14,12,2,741.0,68.04,0.0,0.0,229.0,21.03,14.97,71.18,83.36,23.18,3.4,3.58,2.85,0.0,0.0,26.26,7.71,3.31,13.31,4.22,3.95,93.48,94.59,0.0,0.0,0.0,0.0,,0.0,2.48
870,61,AUS - A-League,95,2024/2025,923863,Sasha Kuzevski,S. Kuzevski,2001-03-27,870,Central Coast Mariners Football Club,Full Back,93.1,34.77,21.58,3,2,1,266.0,114.74,0.0,1.29,92.0,39.68,32.35,81.52,86.28,14.06,0.86,7.33,7.33,0.0,0.86,25.45,6.04,4.31,19.41,6.9,4.74,68.75,68.99,0.43,0.0,13.37,3.88,33.33,1.29,6.04
870,61,AUS - A-League,95,2024/2025,923863,Sasha Kuzevski,S. Kuzevski,2001-03-27,870,Central Coast Mariners Football Club,Wide Attacker,68.37,21.62,19.68,3,3,0,281.0,129.95,0.46,1.39,79.0,36.53,28.67,78.48,79.96,11.28,0.46,8.79,4.16,2.31,0.46,10.64,1.85,1.85,39.31,12.95,9.25,71.43,68.3,0.46,0.0,23.59,6.47,50.0,3.24,8.32
870,61,AUS - A-League,95,2024/2025,923864,Haine Anthony Eames,H. Eames,2008-02-27,870,Central Coast Mariners Football Club,Midfield,95.85,29.02,26.88,4,4,0,486.0,125.61,0.0,1.03,151.0,39.03,32.83,84.11,86.71,15.37,1.55,9.82,7.5,0.78,0.26,12.92,2.33,2.07,9.05,4.91,4.14,84.21,76.38,0.26,0.0,10.86,2.58,60.0,1.55,6.98
870,61,AUS - A-League,95,2024/2025,923864,Haine Anthony Eames,H. Eames,2008-02-27,870,Central Coast Mariners Football Club,Wide Attacker,72.5,29.53,16.46,1,1,0,103.0,104.64,0.0,1.02,34.0,34.54,32.51,94.12,91.75,12.73,1.02,9.14,13.21,1.02,0.0,3.05,1.02,1.02,15.24,4.06,4.06,100.0,89.98,0.0,0.0,23.37,2.03,50.0,1.02,2.03
870,61,AUS - A-League,95,2024/2025,931987,Harrison Devenish-Meares,H. Devenish-Meares,1996-10-27,869,Sydney Football Club,Goalkeeper,98.86,30.16,23.73,17,16,1,874.0,54.33,0.0,0.06,312.0,19.39,17.34,89.42,89.68,22.01,3.42,4.23,3.42,0.0,0.0,15.67,4.23,3.23,14.73,4.35,4.23,97.14,94.92,0.0,0.0,0.0,0.0,,0.0,1.74
870,61,AUS - A-League,95,2024/2025,957032,Tristan Vidackovic,T. Vidackovic,2003-03-31,2902,Western Sydney Wanderers FC,Goalkeeper,98.14,28.96,28.23,3,2,1,205.0,106.16,0.0,0.0,63.0,32.63,27.96,85.71,84.44,25.34,8.29,6.73,5.18,0.0,0.0,39.88,9.84,6.21,18.13,6.73,6.73,100.0,86.29,0.0,0.0,0.0,0.0,,0.0,6.21
870,61,AUS - A-League,95,2024/2025,957034,Dean Pelekanos,D. Pelekanos,2001-01-05,2902,Western Sydney Wanderers FC,Central Defender,101.01,31.84,30.25,2,2,0,431.0,203.01,0.94,0.94,156.0,73.48,69.71,94.87,96.4,17.59,4.24,10.36,18.84,0.0,0.0,39.1,8.01,5.65,16.49,5.18,4.71,90.91,90.42,0.0,0.0,0.0,0.0,,0.0,2.83
870,61,AUS - A-League,95,2024/2025,957034,Dean Pelekanos,D. Pelekanos,2001-01-05,2902,Western Sydney Wanderers FC,Midfield,83.55,17.38,32.69,1,1,0,94.0,162.26,0.0,5.18,31.0,53.51,48.33,90.32,85.24,17.92,5.18,8.63,17.26,0.0,1.73,27.62,6.9,6.9,17.26,8.63,8.63,100.0,67.83,3.45,0.0,5.18,3.45,50.0,1.73,8.63
870,61,AUS - A-League,95,2024/2025,957734,Corban Piper,C. Piper,2002-09-10,867,Wellington Phoenix FC,Central Defender,97.24,22.25,32.45,4,4,0,349.0,117.67,0.0,0.34,141.0,47.54,40.46,85.1,91.25,16.03,1.01,11.13,12.47,0.67,0.67,20.57,6.07,4.38,19.89,8.43,6.07,72.0,80.42,0.0,0.0,8.09,2.7,25.0,0.67,4.72
870,61,AUS - A-League,95,2024/2025,957734,Corban Piper,C. Piper,2002-09-10,867,Wellington Phoenix FC,Full Back,86.99,22.52,28.09,4,4,0,280.0,93.25,0.0,1.33,110.0,36.63,29.64,80.91,87.41,16.69,2.0,9.33,9.66,0.0,0.33,18.65,6.33,4.66,26.98,8.99,5.66,62.96,76.42,0.33,0.0,8.66,3.0,22.22,0.67,4.33
870,61,AUS - A-League,95,2024/2025,957734,Corban Piper,C. Piper,2002-09-10,867,Wellington Phoenix FC,Midfield,98.82,20.59,25.39,1,1,0,54.0,78.68,0.0,1.46,17.0,24.77,17.48,70.59,64.48,15.26,1.46,11.66,2.91,4.37,0.0,1.46,0.0,0.0,27.68,10.2,5.83,57.14,43.83,1.46,0.0,23.31,8.74,50.0,4.37,10.2
870,61,AUS - A-League,95,2024/2025,957734,Corban Piper,C. Piper,2002-09-10,867,Wellington Phoenix FC,Wide Attacker,84.03,21.73,26.4,4,4,0,221.0,76.27,0.0,1.73,85.0,29.33,20.71,70.59,76.76,13.5,0.35,10.7,5.18,0.69,0.35,5.52,1.04,0.35,26.23,10.7,6.21,58.07,65.6,1.73,0.0,11.04,3.11,0.0,0.0,8.28
870,61,AUS - A-League,95,2024/2025,957737,Dylan Leonard,D. Leonard,2007-08-30,1803,Western United,Central Defender,96.79,26.46,29.13,21,21,0,3766.0,203.31,0.27,0.92,1391.0,75.09,61.6,82.03,87.61,19.1,4.64,12.96,19.43,0.38,0.22,67.97,18.84,12.31,24.29,9.02,7.07,78.44,77.13,0.11,0.0,6.1,2.48,36.96,0.92,13.23
870,61,AUS - A-League,95,2024/2025,962802,Ryan White,R. White,2004-05-23,866,Adelaide United Football Club,Midfield,96.53,31.7,23.39,1,1,0,178.0,168.45,0.0,1.89,49.0,46.37,41.64,89.8,90.32,14.95,0.95,8.52,14.2,0.0,0.0,20.82,2.84,2.84,17.98,6.62,5.68,85.71,84.6,0.95,0.0,15.14,0.95,100.0,0.95,3.79
870,61,AUS - A-League,95,2024/2025,963054,Kavian Rahmani,K. Rahmani,2006-12-29,2380,Melbourne City FC,Wide Attacker,76.41,25.37,16.79,5,5,0,361.0,85.38,0.24,2.13,112.0,26.49,21.05,79.47,75.95,13.15,1.42,6.62,5.44,1.42,1.18,7.09,2.36,1.89,30.98,11.59,9.22,79.59,65.94,0.95,0.24,28.85,7.57,59.37,4.49,8.04
870,61,AUS - A-League,95,2024/2025,963055,Arion Sulemani,A. Sulemani,2005-03-01,2380,Melbourne City FC,Center Forward,69.39,25.09,16.95,3,3,0,79.0,31.49,0.0,0.0,20.0,7.97,4.78,60.0,76.48,10.6,0.0,3.59,1.2,1.2,0.4,0.8,0.0,0.0,8.77,2.39,1.2,50.0,72.67,0.4,0.0,10.36,1.99,20.0,0.4,2.39
870,61,AUS - A-League,95,2024/2025,965685,Liam  Gillion,L. Gillion,2002-10-17,4177,Auckland FC,Wide Attacker,94.65,22.68,26.38,3,3,0,343.0,151.26,0.0,3.53,89.0,39.25,29.1,74.16,77.33,10.72,0.0,10.58,5.29,3.09,0.44,7.06,2.65,2.2,54.24,9.7,7.06,72.73,69.03,0.88,0.0,59.09,10.14,52.17,5.29,11.47
870,61,AUS - A-League,95,2024/2025,965695,Samuel Klein,S. Klein,2004-03-15,1802,Brisbane Roar FC,Midfield,97.2,27.27,27.49,13,13,0,1368.0,115.75,0.0,1.78,420.0,35.54,30.21,85.0,88.49,15.44,1.52,10.75,8.04,0.34,0.42,14.89,4.15,2.2,15.15,5.58,4.4,78.79,79.5,1.02,0.0,12.95,2.28,59.26,1.35,4.32
870,61,AUS - A-League,95,2024/2025,965697,Lucas Herrington,L. Herrington,2007-05-09,1802,Brisbane Roar FC,Central Defender,94.37,26.62,26.32,12,12,0,1729.0,162.35,0.0,0.85,662.0,62.16,52.87,85.04,90.6,19.04,5.35,13.24,14.46,0.19,0.09,52.77,15.21,11.46,18.31,7.04,6.57,93.33,88.76,0.09,0.0,1.6,0.56,33.33,0.19,8.08
870,61,AUS - A-League,95,2024/2025,965698,Jacob  Brazete,J. Brazete,2006-01-20,1802,Brisbane Roar FC,Midfield,85.33,24.67,25.49,1,1,0,66.0,80.26,0.0,0.0,16.0,19.46,17.02,87.5,89.4,13.97,1.22,1.22,3.65,0.0,0.0,3.65,0.0,0.0,17.02,3.65,2.43,66.67,80.0,0.0,0.0,13.38,2.43,0.0,0.0,2.43
870,61,AUS - A-League,95,2024/2025,965698,Jacob  Brazete,J. Brazete,2006-01-20,1802,Brisbane Roar FC,Wide Attacker,71.47,24.1,21.04,4,4,0,365.0,113.58,0.31,1.56,97.0,30.18,24.27,80.41,87.2,13.91,0.31,4.67,4.98,0.0,0.0,8.4,0.93,0.62,27.38,7.16,6.22,86.96,86.53,0.62,0.31,30.49,4.67,66.67,3.11,4.36
870,61,AUS - A-League,95,2024/2025,966110,Cristian David Caicedo Castillo,C. Caicedo,2002-01-04,871,Perth Glory Football Club,Center Forward,81.43,16.82,30.11,1,1,0,34.0,60.64,0.0,0.0,9.0,16.05,14.27,88.89,78.57,12.98,0.0,7.13,5.35,1.78,1.78,3.57,0.0,0.0,12.49,3.57,3.57,100.0,90.68,0.0,0.0,16.05,3.57,50.0,1.78,1.78
870,61,AUS - A-League,95,2024/2025,966111,Jaylan Pearman,J. Pearman,2006-04-18,871,Perth Glory Football Club,Center Forward,75.02,16.52,25.04,3,3,0,183.0,110.77,0.61,3.63,53.0,32.08,24.82,77.36,80.69,14.46,1.21,8.47,8.47,0.0,1.21,11.5,5.45,3.03,35.11,12.11,8.47,70.0,71.85,2.42,0.61,27.85,6.66,63.64,4.24,7.87
870,61,AUS - A-League,95,2024/2025,966111,Jaylan Pearman,J. Pearman,2006-04-18,871,Perth Glory Football Club,Midfield,91.23,21.07,28.15,1,1,0,101.0,143.81,1.42,4.27,28.0,39.87,34.17,85.71,82.42,18.23,2.85,14.24,5.7,1.42,0.0,7.12,1.42,1.42,39.87,11.39,9.97,87.5,72.41,2.85,0.0,42.71,7.12,60.0,4.27,7.12
870,61,AUS - A-League,95,2024/2025,966111,Jaylan Pearman,J. Pearman,2006-04-18,871,Perth Glory Football Club,Wide Attacker,83.99,19.81,25.7,2,2,0,151.0,114.34,0.0,4.54,45.0,34.07,24.99,73.33,77.87,15.53,0.76,11.36,5.3,2.27,2.27,6.81,1.51,0.76,21.96,4.54,3.79,83.33,73.49,2.27,0.0,30.29,10.6,64.28,6.81,9.09
870,61,AUS - A-League,95,2024/2025,966113,William  Freney,W. Freney,2005-11-04,871,Perth Glory Football Club,Midfield,81.01,16.46,24.46,2,2,0,159.0,144.85,0.0,0.91,52.0,47.37,31.89,67.31,81.38,14.11,1.82,17.31,8.2,2.73,0.91,17.31,7.29,4.56,10.93,5.47,1.82,33.33,80.47,0.0,0.0,10.93,3.64,50.0,1.82,8.2
870,61,AUS - A-League,95,2024/2025,966113,William  Freney,W. Freney,2005-11-04,871,Perth Glory Football Club,Wide Attacker,68.04,15.81,23.91,2,2,0,139.0,131.88,0.0,4.74,44.0,41.75,30.36,72.73,78.89,11.8,1.9,11.39,11.39,0.95,2.85,15.18,3.8,1.9,28.46,11.39,7.59,66.67,73.69,1.9,0.0,33.21,10.44,36.36,3.8,10.44
870,61,AUS - A-League,95,2024/2025,966114,Abdelelah Faisal,A. Faisal,2005-10-27,871,Perth Glory Football Club,Wide Attacker,68.52,15.29,28.32,1,1,0,52.0,102.03,0.0,1.96,12.0,23.54,13.73,58.33,76.86,13.82,1.96,1.96,3.92,0.0,0.0,1.96,0.0,0.0,25.51,3.92,1.96,50.0,53.74,1.96,0.0,21.58,3.92,50.0,1.96,9.81
870,61,AUS - A-League,95,2024/2025,966116,Joshua Damevski,J. Damevski,2005-09-30,1804,Macarthur FC,Central Defender,86.02,17.18,22.26,1,1,0,70.0,122.24,0.0,0.0,26.0,45.4,40.16,88.46,92.3,20.94,5.24,3.49,8.73,0.0,0.0,29.69,1.75,0.0,5.24,1.75,1.75,100.0,95.35,0.0,0.0,0.0,0.0,,0.0,3.49
870,61,AUS - A-League,95,2024/2025,966117,Dean Bosnjak,D. Bosnjak,2006-10-11,1804,Macarthur FC,Wide Attacker,62.53,17.65,12.53,1,1,0,74.0,125.78,0.0,0.0,21.0,35.69,30.59,85.71,89.65,10.82,0.0,3.4,10.2,0.0,0.0,15.3,1.7,1.7,50.99,6.8,5.1,75.0,81.78,0.0,0.0,11.9,3.4,50.0,1.7,3.4
870,61,AUS - A-League,95,2024/2025,966118,Harry  Sawyer,H. Sawyer,1996-12-31,1804,Macarthur FC,Center Forward,100.82,25.42,27.96,1,1,0,52.0,61.37,0.0,2.36,16.0,18.88,15.34,81.25,73.71,13.36,1.18,9.44,4.72,2.36,1.18,3.54,0.0,0.0,31.86,9.44,8.26,87.5,74.82,3.54,0.0,28.32,5.9,80.0,4.72,4.72
870,61,AUS - A-League,95,2024/2025,966120,Benjamin Gibson,B. Gibson,2003-01-03,1805,Newcastle United Jets FC,Center Forward,80.06,26.9,22.97,7,7,0,226.0,36.01,0.48,1.91,74.0,11.79,8.44,71.62,72.1,11.99,0.16,3.82,2.07,0.96,0.48,0.64,0.16,0.16,18.48,6.69,4.62,69.05,66.61,1.43,0.16,17.21,4.94,64.52,3.19,3.66
870,61,AUS - A-League,95,2024/2025,969677,Max Vartuli,M. Vartuli,2005-01-20,866,Adelaide United Football Club,Goalkeeper,97.69,26.49,27.66,5,5,0,339.0,76.78,0.0,0.0,126.0,28.54,19.7,69.05,83.42,23.25,4.98,7.02,5.89,0.0,0.0,33.75,11.32,4.53,16.99,5.89,5.21,88.46,91.27,0.0,0.0,0.0,0.0,,0.0,3.17
870,61,AUS - A-League,95,2024/2025,970049,Frans Deli,F. Deli,2005-07-08,1804,Macarthur FC,Midfield,80.35,18.15,22.65,3,3,0,279.0,153.72,0.0,2.75,82.0,45.18,40.77,90.24,87.46,13.93,2.2,9.37,11.02,0.55,0.55,15.43,3.31,2.75,13.77,2.75,2.2,80.0,61.2,0.55,0.0,27.0,7.16,61.54,4.41,7.16
870,61,AUS - A-League,95,2024/2025,972648,Lawrence Wong,L. Wong,2007-10-06,2380,Melbourne City FC,Center Forward,65.18,20.57,14.84,1,1,0,67.0,97.72,0.0,8.75,23.0,33.54,26.25,78.26,84.26,9.5,0.0,5.83,5.83,0.0,1.46,2.92,1.46,1.46,24.79,11.67,10.21,87.5,82.26,5.83,0.0,30.63,5.83,50.0,2.92,4.38
870,61,AUS - A-League,95,2024/2025,972648,Lawrence Wong,L. Wong,2007-10-06,2380,Melbourne City FC,Midfield,74.33,25.34,18.71,2,2,0,118.0,69.84,0.0,2.37,43.0,25.45,21.31,83.72,84.09,12.02,0.59,8.29,3.55,0.59,1.18,9.47,2.37,1.18,19.53,8.29,5.92,71.42,75.76,1.78,0.0,20.12,6.51,63.64,4.14,5.33
870,61,AUS - A-League,95,2024/2025,972687,Luke Brooke-Smith,L. Brooke-Smith,2008-06-06,867,Wellington Phoenix FC,Wide Attacker,67.25,17.95,23.41,2,2,0,111.0,92.76,0.0,0.0,25.0,20.89,15.88,76.0,83.79,13.7,0.0,5.85,2.51,0.84,0.0,0.0,0.0,0.0,21.73,5.01,2.51,50.0,65.29,0.0,0.0,11.7,2.51,0.0,0.0,3.34
870,61,AUS - A-League,95,2024/2025,973078,Fabian Talladira,F. Talladira,2006-02-04,866,Adelaide United Football Club,Full Back,96.0,24.98,28.96,1,1,0,78.0,93.67,0.0,1.2,33.0,39.63,34.83,87.88,87.32,14.96,1.2,10.81,13.21,0.0,0.0,30.02,10.81,8.41,25.22,8.41,6.0,71.43,67.93,0.0,0.0,2.4,1.2,0.0,0.0,6.0
870,61,AUS - A-League,95,2024/2025,998256,Kyle Reilly  Shaw,K. Shaw,2004-09-07,869,Sydney Football Club,Central Defender,100.03,30.63,22.18,2,2,0,210.0,102.84,0.0,0.49,80.0,39.18,36.24,92.5,95.48,17.2,2.94,6.37,6.37,0.0,0.0,20.57,4.41,3.92,3.43,1.47,1.47,100.0,88.36,0.0,0.0,1.47,0.0,,0.0,0.98
870,61,AUS - A-League,95,2024/2025,998558,Austin Ludwik,A. Ludwik,1997-02-11,1802,Brisbane Roar FC,Central Defender,68.16,16.15,25.23,3,3,0,216.0,133.77,0.0,0.0,78.0,48.31,41.49,85.9,86.52,16.81,3.1,13.01,9.91,0.0,0.62,42.11,12.39,8.05,16.72,8.05,6.81,84.62,90.12,0.0,0.0,1.86,0.62,100.0,0.62,6.19
870,61,AUS - A-League,95,2024/2025,998842,Harry Crawford,H. Crawford,1991-12-10,866,Adelaide United Football Club,Full Back,101.42,28.86,22.61,2,2,0,224.0,116.42,0.0,1.56,67.0,34.82,28.59,82.09,81.9,14.48,0.52,7.28,9.36,1.04,0.52,22.87,4.68,3.64,30.67,9.88,5.72,57.9,64.36,1.04,0.0,15.07,4.68,33.33,1.56,8.32
870,61,AUS - A-League,95,2024/2025,1002177,Harry Crawford,H. Crawford,2007-02-03,866,Adelaide United Football Club,Full Back,77.19,21.56,18.36,2,2,0,167.0,116.19,0.0,3.48,59.0,41.05,25.74,62.71,70.67,12.95,0.0,13.91,7.65,2.09,0.7,13.91,3.48,2.09,30.61,13.22,6.96,52.63,51.81,1.39,0.0,26.44,7.65,36.36,2.78,13.91
