competition_edition_id,competition_id,competition_name,season_id,season_name,player_id,player_name,player_short_name,player_birthdate,team_id,team_name,position_group,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,offballrun_count_total,offballrun_count_p30tip,behindrun_count_p30tip,comingshortrun_count_p30tip,crossreceiverrun_count_p30tip,droppingoffrun_count_p30tip,overlaprun_count_p30tip,pullinghalfspacerun_count_p30tip,pullingwiderun_count_p30tip,aheadoftheballrun_count_p30tip,supportrun_count_p30tip,underlaprun_count_p30tip,offballrun_count_shotwithin10s_p30tip,behindrun_count_shotwithin10s_p30tip,comingshortrun_count_shotwithin10s_p30tip,crossreceiverrun_count_shotwithin10s_p30tip,droppingoffrun_count_shotwithin10s_p30tip,overlaprun_count_shotwithin10s_p30tip,pullinghalfspacerun_count_shotwithin10s_p30tip,pullingwiderun_count_shotwithin10s_p30tip,aheadoftheballrun_count_shotwithin10s_p30tip,supportrun_count_shotwithin10s_p30tip,underlaprun_count_shotwithin10s_p30tip,offballrun_count_goalwithin10s_p30tip,behindrun_count_goalwithin10s_p30tip,comingshortrun_count_goalwithin10s_p30tip,crossreceiverrun_count_goalwithin10s_p30tip,droppingoffrun_count_goalwithin10s_p30tip,overlaprun_count_goalwithin10s_p30tip,pullinghalfspacerun_count_goalwithin10s_p30tip,pullingwiderun_count_goalwithin10s_p30tip,aheadoftheballrun_count_goalwithin10s_p30tip,supportrun_count_goalwithin10s_p30tip,underlaprun_count_goalwithin10s_p30tip,offballrun_count_targeted_p30tip,behindrun_count_targeted_p30tip,comingshortrun_count_targeted_p30tip,crossreceiverrun_count_targeted_p30tip,droppingoffrun_count_targeted_p30tip,overlaprun_count_targeted_p30tip,pullinghalfspacerun_count_targeted_p30tip,pullingwiderun_count_targeted_p30tip,aheadoftheballrun_count_targeted_p30tip,supportrun_count_targeted_p30tip,underlaprun_count_targeted_p30tip,offballrun_count_received_p30tip,behindrun_count_received_p30tip,comingshortrun_count_received_p30tip,crossreceiverrun_count_received_p30tip,droppingoffrun_count_received_p30tip,overlaprun_count_received_p30tip,pullinghalfspacerun_count_received_p30tip,pullingwiderun_count_received_p30tip,aheadoftheballrun_count_received_p30tip,supportrun_count_received_p30tip,underlaprun_count_received_p30tip,offballrun_avgdistance,behindrun_avgdistance,comingshortrun_avgdistance,crossreceiverrun_avgdistance,droppingoffrun_avgdistance,overlaprun_avgdistance,pullinghalfspacerun_avgdistance,pullingwiderun_avgdistance,aheadoftheballrun_avgdistance,supportrun_avgdistance,underlaprun_avgdistance,offballrun_count_abovehsr_p30tip,behindrun_count_abovehsr_p30tip,comingshortrun_count_abovehsr_p30tip,crossreceiverrun_count_abovehsr_p30tip,droppingoffrun_count_abovehsr_p30tip,overlaprun_count_abovehsr_p30tip,pullinghalfspacerun_count_abovehsr_p30tip,pullingwiderun_count_abovehsr_p30tip,aheadoftheballrun_count_abovehsr_p30tip,supportrun_count_abovehsr_p30tip,underlaprun_count_abovehsr_p30tip,offballrun_count_penaltyarea_p30tip,offballrun_count_dangerous_p30tip,behindrun_count_dangerous_p30tip,comingshortrun_count_dangerous_p30tip,crossreceiverrun_count_dangerous_p30tip,droppingoffrun_count_dangerous_p30tip,overlaprun_count_dangerous_p30tip,pullinghalfspacerun_count_dangerous_p30tip,pullingwiderun_count_dangerous_p30tip,aheadoftheballrun_count_dangerous_p30tip,supportrun_count_dangerous_p30tip,underlaprun_count_dangerous_p30tip,offballrun_count_dangerous_targeted_p30tip,behindrun_count_dangerous_targeted_p30tip,comingshortrun_count_dangerous_targeted_p30tip,crossreceiverrun_count_dangerous_targeted_p30tip,droppingoffrun_count_dangerous_targeted_p30tip,overlaprun_count_dangerous_targeted_p30tip,pullinghalfspacerun_count_dangerous_targeted_p30tip,pullingwiderun_count_dangerous_targeted_p30tip,aheadoftheballrun_count_dangerous_targeted_p30tip,supportrun_count_dangerous_targeted_p30tip,underlaprun_count_dangerous_targeted_p30tip,offballrun_count_dangerous_received_p30tip,behindrun_count_dangerous_received_p30tip,comingshortrun_count_dangerous_received_p30tip,crossreceiverrun_count_dangerous_received_p30tip,droppingoffrun_count_dangerous_received_p30tip,overlaprun_count_dangerous_received_p30tip,pullinghalfspacerun_count_dangerous_received_p30tip,pullingwiderun_count_dangerous_received_p30tip,aheadoftheballrun_count_dangerous_received_p30tip,supportrun_count_dangerous_received_p30tip,underlaprun_count_dangerous_received_p30tip
870,61,AUS - A-League,95,2024/2025,43829,Neyder Stiven Moreno Betancur,N. Moreno,1997-02-09,4177,Auckland FC,Wide Attacker,72.9,18.57,18.53,5,5,0,122.0,39.41,1.94,1.62,4.52,0.65,0.65,1.62,4.2,15.18,7.43,1.62,0.97,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.28,0.97,0.65,0.65,0.65,0.32,0.0,0.97,4.85,2.26,0.97,9.69,0.32,0.65,0.32,0.65,0.32,0.0,0.65,3.88,1.94,0.97,13.43,10.42,6.71,14.37,10.85,38.08,11.34,11.68,14.85,11.0,16.66,9.69,0.97,0.0,0.97,0.0,0.65,0.0,0.97,4.2,0.65,1.29,6.78,13.24,1.62,0.32,3.88,0.0,0.32,0.0,0.0,4.85,2.26,0.0,3.23,0.65,0.0,0.65,0.0,0.0,0.0,0.0,0.97,0.97,0.0,2.26,0.32,0.0,0.32,0.0,0.0,0.0,0.0,0.97,0.65,0.0
870,61,AUS - A-League,95,2024/2025,50949,Jay Barnett,J. Barnett,2001-02-14,866,Adelaide United Football Club,Midfield,90.22,25.87,24.77,18,16,2,220.0,15.94,0.07,7.83,0.22,2.46,0.14,0.07,0.29,1.23,3.19,0.43,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,5.15,0.0,2.61,0.07,0.87,0.07,0.07,0.22,0.29,0.8,0.14,4.86,0.0,2.46,0.0,0.87,0.07,0.07,0.22,0.22,0.8,0.14,11.02,47.67,10.23,26.81,10.61,27.46,3.55,20.18,10.04,9.54,16.82,1.38,0.07,0.22,0.07,0.14,0.14,0.0,0.07,0.22,0.14,0.29,0.43,1.01,0.07,0.0,0.22,0.0,0.07,0.0,0.0,0.43,0.07,0.14,0.36,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.14,0.0,0.07,0.22,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.07
870,61,AUS - A-League,95,2024/2025,50950,Matt Acton,M. Acton,1992-06-03,1802,Brisbane Roar FC,Goalkeeper,98.42,26.81,28.05,9,9,0,2.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,5.19,,,,5.19,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50951,Jake Brimmer,J. Brimmer,1998-04-03,4177,Auckland FC,Center Forward,70.18,21.93,21.58,1,1,0,33.0,45.14,2.74,1.37,10.94,2.74,0.0,0.0,4.1,15.05,6.84,1.37,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,1.37,0.0,2.74,1.37,0.0,0.0,0.0,4.1,0.0,0.0,5.47,0.0,0.0,1.37,0.0,0.0,0.0,0.0,4.1,0.0,0.0,13.86,9.24,4.65,18.7,4.04,,,8.21,11.3,18.52,35.1,12.31,1.37,0.0,4.1,0.0,0.0,0.0,0.0,2.74,2.74,1.37,16.42,23.26,1.37,0.0,10.94,0.0,0.0,0.0,0.0,6.84,2.74,1.37,4.1,0.0,0.0,2.74,0.0,0.0,0.0,0.0,1.37,0.0,0.0,2.74,0.0,0.0,1.37,0.0,0.0,0.0,0.0,1.37,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50951,Jake Brimmer,J. Brimmer,1998-04-03,4177,Auckland FC,Midfield,79.59,21.23,19.82,6,6,0,125.0,29.45,0.0,9.42,0.94,2.83,0.24,1.88,2.83,5.18,5.65,0.47,0.71,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19,0.0,4.48,0.24,1.41,0.0,1.18,1.65,1.41,2.59,0.24,12.72,0.0,4.48,0.0,1.41,0.0,1.18,1.65,1.41,2.59,0.0,12.17,,11.23,10.51,10.48,24.96,9.96,14.51,15.23,11.44,8.06,3.77,0.0,0.24,0.24,0.0,0.24,0.0,0.71,1.88,0.47,0.0,1.65,2.12,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0.24,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50955,Nishan Velupillay,N. Velupillay,2001-05-07,868,Melbourne Victory Football Club,Wide Attacker,88.56,23.62,21.92,13,13,0,471.0,46.01,4.3,4.4,5.08,0.2,0.88,2.05,2.74,17.58,7.62,1.17,2.93,0.59,0.0,0.68,0.0,0.1,0.0,0.1,1.07,0.39,0.0,0.29,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,16.22,2.44,1.56,1.86,0.1,0.39,0.78,1.17,6.06,1.66,0.2,10.94,0.88,1.47,1.17,0.1,0.39,0.68,0.98,3.81,1.37,0.1,14.79,16.7,8.31,21.38,13.88,21.91,13.84,14.48,13.27,16.55,12.37,15.63,2.93,0.2,2.34,0.0,0.68,0.2,0.88,5.67,2.64,0.1,9.67,19.24,3.03,0.1,4.98,0.0,0.29,0.2,0.0,6.45,3.71,0.49,6.45,1.66,0.0,1.76,0.0,0.1,0.0,0.0,2.25,0.59,0.1,3.81,0.78,0.0,1.07,0.0,0.1,0.0,0.0,1.37,0.39,0.1
870,61,AUS - A-League,95,2024/2025,50959,Stefan Mauk,S. Mauk,1995-10-12,866,Adelaide United Football Club,Center Forward,95.37,24.92,27.29,4,3,1,85.0,34.11,1.61,2.81,7.63,0.0,0.0,1.61,0.8,11.24,7.63,0.8,1.61,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83,1.2,0.0,1.61,0.0,0.0,0.0,0.8,4.01,1.2,0.0,4.01,0.0,0.0,0.8,0.0,0.0,0.0,0.4,2.41,0.4,0.0,13.95,7.13,7.3,22.75,,,7.65,5.91,12.87,13.29,9.24,7.63,0.0,0.0,3.61,0.0,0.0,0.4,0.0,2.41,1.2,0.0,10.84,21.67,1.61,0.0,7.63,0.0,0.0,0.4,0.0,6.02,5.22,0.8,6.02,1.2,0.0,1.61,0.0,0.0,0.0,0.0,2.41,0.8,0.0,2.41,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.2,0.4,0.0
870,61,AUS - A-League,95,2024/2025,50959,Stefan Mauk,S. Mauk,1995-10-12,866,Adelaide United Football Club,Midfield,83.6,24.28,22.69,18,17,1,462.0,33.58,2.11,3.34,7.27,0.44,0.29,1.89,1.6,8.94,6.83,0.87,0.87,0.07,0.07,0.22,0.0,0.0,0.07,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67,0.87,1.02,1.45,0.15,0.07,0.51,0.87,2.62,1.96,0.15,6.98,0.29,0.87,0.44,0.15,0.07,0.51,0.87,1.89,1.74,0.15,13.94,13.39,7.37,21.38,9.13,15.96,10.21,8.58,11.08,15.48,15.41,8.43,1.24,0.0,3.27,0.0,0.15,0.15,0.0,1.16,1.96,0.51,8.87,16.72,1.82,0.07,7.19,0.0,0.15,0.0,0.0,3.34,3.63,0.51,4.07,0.73,0.07,1.45,0.0,0.0,0.0,0.0,1.09,0.73,0.0,2.03,0.22,0.07,0.44,0.0,0.0,0.0,0.0,0.65,0.65,0.0
870,61,AUS - A-League,95,2024/2025,50963,Jordan Elsey,J. Elsey,1994-03-02,866,Adelaide United Football Club,Central Defender,106.3,26.02,21.82,1,1,0,3.0,3.46,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,5.32,,,,5.32,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50966,Ben Halloran,B. Halloran,1992-06-14,1802,Brisbane Roar FC,Center Forward,99.92,16.24,35.89,1,1,0,27.0,49.88,5.54,1.85,5.54,0.0,3.69,0.0,0.0,20.32,9.24,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.01,1.85,1.85,1.85,0.0,3.69,0.0,0.0,11.08,3.69,0.0,11.08,0.0,1.85,0.0,0.0,1.85,0.0,0.0,5.54,1.85,0.0,13.38,10.77,5.47,19.2,,5.72,,,13.27,13.66,20.02,12.93,1.85,0.0,1.85,0.0,0.0,0.0,0.0,7.39,0.0,1.85,7.39,24.01,3.69,0.0,5.54,0.0,1.85,0.0,0.0,5.54,5.54,1.85,11.08,1.85,0.0,1.85,0.0,1.85,0.0,0.0,5.54,0.0,0.0,1.85,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50966,Ben Halloran,B. Halloran,1992-06-14,1802,Brisbane Roar FC,Wide Attacker,83.47,23.54,24.87,11,11,0,302.0,34.99,1.74,3.94,3.13,0.0,1.74,1.16,3.36,12.51,6.02,1.39,0.81,0.0,0.0,0.12,0.0,0.23,0.0,0.0,0.23,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,13.32,1.04,1.85,0.46,0.0,0.58,0.23,1.51,5.33,1.85,0.46,9.5,0.23,1.51,0.23,0.0,0.58,0.23,1.39,3.36,1.74,0.23,13.51,9.66,7.8,21.64,,24.31,11.67,10.9,13.22,12.21,18.75,9.73,0.93,0.12,1.27,0.0,1.04,0.35,0.35,4.05,0.93,0.7,4.63,9.85,1.16,0.12,3.13,0.0,0.35,0.0,0.12,2.9,1.85,0.23,2.55,0.58,0.0,0.46,0.0,0.0,0.0,0.12,1.16,0.12,0.12,1.51,0.12,0.0,0.23,0.0,0.0,0.0,0.12,0.93,0.12,0.0
870,61,AUS - A-League,95,2024/2025,50968,James Delianov,J. Delianov,1999-10-20,866,Adelaide United Football Club,Goalkeeper,101.18,28.45,27.94,12,10,2,7.0,0.74,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.73,,,,7.73,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50971,Yaya Dukuly,Y. Dukuly,2003-01-17,866,Adelaide United Football Club,Wide Attacker,81.17,23.76,19.8,4,4,0,93.0,29.36,1.89,0.95,4.73,0.32,0.63,0.0,1.89,15.47,2.84,0.63,1.26,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.63,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,9.47,0.63,0.63,0.63,0.32,0.32,0.0,0.95,5.05,0.95,0.0,6.0,0.0,0.63,0.0,0.0,0.32,0.0,0.95,3.79,0.32,0.0,15.5,25.18,5.96,21.61,4.8,16.13,,12.35,13.76,15.51,11.48,9.79,1.26,0.0,2.53,0.0,0.32,0.0,0.0,4.73,0.95,0.0,5.68,11.36,1.58,0.0,4.73,0.0,0.63,0.0,0.0,3.47,0.63,0.32,2.21,0.32,0.0,0.63,0.0,0.32,0.0,0.0,0.95,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.95,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50973,Joe Caletti,J. Caletti,1998-09-14,1802,Brisbane Roar FC,Midfield,68.68,20.91,21.63,1,1,0,16.0,22.96,0.0,7.17,0.0,2.87,0.0,2.87,1.43,2.87,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,0.0,4.3,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,5.74,0.0,4.3,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,10.59,,14.18,,5.78,,10.86,9.98,8.34,9.66,,1.43,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50977,Joshua Rawlins,J. Rawlins,2004-04-23,868,Melbourne Victory Football Club,Central Defender,99.14,23.91,26.3,2,2,0,23.0,14.43,0.0,0.0,0.0,13.17,0.0,0.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.0,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,10.19,,,,10.41,,,,5.52,10.17,,0.63,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50977,Joshua Rawlins,J. Rawlins,2004-04-23,868,Melbourne Victory Football Club,Full Back,97.63,26.62,23.05,10,10,0,153.0,17.24,0.0,0.11,0.45,3.15,1.69,0.0,0.79,4.39,5.41,1.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.0,0.11,0.11,1.46,0.56,0.0,0.56,1.58,2.14,0.11,5.97,0.0,0.11,0.11,1.46,0.45,0.0,0.56,1.24,2.03,0.0,12.69,,7.16,20.64,10.7,18.99,,14.88,12.08,11.1,14.41,4.28,0.0,0.0,0.23,0.11,0.9,0.0,0.11,0.79,1.69,0.45,0.9,2.7,0.0,0.0,0.45,0.0,0.45,0.0,0.11,1.01,0.45,0.23,0.45,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.45,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0
870,61,AUS - A-League,95,2024/2025,50978,Callum Timmins,C. Timmins,1999-12-23,1805,Newcastle United Jets FC,Midfield,95.73,31.06,26.75,14,14,0,464.0,32.01,0.07,14.21,0.76,0.9,0.07,0.55,0.55,5.24,9.45,0.21,0.48,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,0.07,3.93,0.28,0.41,0.07,0.14,0.21,1.66,2.62,0.0,8.42,0.07,3.66,0.07,0.41,0.07,0.14,0.14,1.38,2.48,0.0,11.23,35.1,10.03,10.23,8.49,30.67,12.3,10.26,12.74,12.17,13.0,2.62,0.07,0.34,0.14,0.14,0.07,0.07,0.14,0.76,0.83,0.07,1.38,3.17,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.97,1.45,0.0,0.69,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.28,0.14,0.0,0.48,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.28,0.14,0.0
870,61,AUS - A-League,95,2024/2025,50979,Bruno Fornaroli Mezza,B. Fornaroli,1987-09-07,868,Melbourne Victory Football Club,Center Forward,81.15,23.02,19.12,6,6,0,139.0,30.19,7.38,0.87,10.64,0.0,0.0,0.43,0.43,9.12,1.09,0.22,1.52,1.3,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,3.26,0.43,3.47,0.0,0.0,0.22,0.43,2.82,0.43,0.0,7.38,2.39,0.43,1.74,0.0,0.0,0.22,0.43,1.95,0.22,0.0,13.52,14.29,8.93,15.4,,,13.54,16.12,10.63,17.84,8.34,7.82,2.61,0.0,2.61,0.0,0.0,0.0,0.0,2.17,0.43,0.0,10.64,23.45,5.86,0.22,10.64,0.0,0.0,0.22,0.0,5.43,1.09,0.0,7.82,2.39,0.0,3.47,0.0,0.0,0.22,0.0,1.3,0.43,0.0,4.56,1.74,0.0,1.74,0.0,0.0,0.22,0.0,0.65,0.22,0.0
870,61,AUS - A-League,95,2024/2025,50980,Chris Ikonomidis,C. Ikonomidis,1995-05-04,1804,Macarthur FC,Center Forward,80.59,19.21,22.01,4,4,0,86.0,33.57,5.07,0.78,8.98,0.0,0.0,1.17,1.56,13.27,1.95,0.78,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.78,0.39,3.51,0.0,0.0,0.0,0.39,2.73,0.39,0.0,5.47,0.78,0.39,1.17,0.0,0.0,0.0,0.39,2.34,0.39,0.0,15.21,18.4,4.96,16.83,,,15.77,10.18,14.49,11.83,16.04,7.81,1.56,0.0,1.95,0.0,0.0,0.39,0.39,2.34,0.78,0.39,8.59,20.3,2.73,0.0,8.98,0.0,0.0,0.0,0.0,7.42,0.78,0.39,5.07,0.39,0.0,3.51,0.0,0.0,0.0,0.0,1.17,0.0,0.0,2.34,0.39,0.0,1.17,0.0,0.0,0.0,0.0,0.78,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50980,Chris Ikonomidis,C. Ikonomidis,1995-05-04,1804,Macarthur FC,Wide Attacker,69.9,15.99,20.56,3,3,0,86.0,53.77,2.5,3.75,6.88,0.0,1.88,0.63,4.38,26.26,5.63,1.88,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,0.63,3.13,0.0,0.0,0.63,0.63,2.5,6.88,0.0,1.25,13.13,0.0,3.13,0.0,0.0,0.0,0.0,2.5,6.25,0.0,1.25,13.88,17.08,12.87,17.32,,14.51,10.01,11.08,12.88,14.8,17.43,16.26,1.25,0.63,1.88,0.0,0.63,0.0,0.63,8.75,1.25,1.25,8.75,15.63,1.25,0.0,6.88,0.0,0.0,0.0,0.0,3.75,3.13,0.63,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63
870,61,AUS - A-League,95,2024/2025,50982,Riley Warland,R. Warland,2002-07-04,871,Perth Glory Football Club,Full Back,98.88,19.44,37.05,1,1,0,8.0,12.35,0.0,0.0,0.0,3.09,1.54,0.0,0.0,3.09,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0.0,0.0,0.0,3.09,1.54,0.0,0.0,0.0,1.54,0.0,4.63,0.0,0.0,0.0,1.54,1.54,0.0,0.0,0.0,1.54,0.0,18.86,,,,6.97,21.71,,,21.02,24.4,,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,61,AUS - A-League,95,2024/2025,50983,Dane James Ingham,Dane Ingham,1999-06-08,1805,Newcastle United Jets FC,Full Back,91.72,25.71,27.56,5,5,0,84.0,19.61,0.93,0.47,1.63,2.57,0.93,0.0,2.33,7.7,2.8,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,0.7,0.23,0.0,1.4,0.23,0.0,0.93,3.27,0.7,0.0,6.3,0.23,0.23,0.0,1.4,0.23,0.0,0.93,2.8,0.47,0.0,12.8,22.42,4.93,16.08,7.81,23.02,,12.28,13.18,9.33,15.09,3.5,0.47,0.0,0.47,0.0,0.7,0.0,0.0,1.63,0.23,0.0,1.17,3.97,0.23,0.23,1.4,0.0,0.0,0.0,0.0,1.4,0.7,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0
